entitlement_id,title,title_id,package_url,platform,content_type
UP1001-PPSA01462_00-0ONGSIEAFFCAMARA,Amara Final Form Pack,PPSA01462,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA01462_00/ed616f4d-c5de-47b3-a7ad-68ce8224f91e-version.xml,ps5,game
EP7303-PPSA23756_00-0185436026654002,Amer Fighting Open Beta,PPSA23756,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA23756_00/c8b567a3-4473-4387-a219-143de60ca96f-version.xml,ps5,game
UP7032-PPSA03595_00-AMONGUSSONYPS5NA,Among Us,PPSA03595,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA03595_00/f49e1fd6-8b0b-4dc0-b79c-afde7ae63602-version.xml,ps5,game
EP7028-PPSA03596_00-AMONGUSSONYPS5EU,Among Us,PPSA03596,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA03596_00/e970a429-4c54-47f2-918a-98eb161496bc-version.xml,ps5,game
UP4395-PPSA04870_00-LMSANCIENTBRIT00,Ancient Britain,PPSA04870,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA04870_00/5458b8ab-8552-4acd-97d3-f2a440f134db-version.xml,ps5,game
UP3643-PPSA29043_00-ANGERFOOTKICKING,Anger Foot,PPSA29043,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA29043_00/8e20f2f9-a09b-4415-9378-75f5eaf65858-version.xml,ps5,game
UP0001-PPSA04716_00-ANNO1800PS000000,Anno 1800 Console Edition,PPSA04716,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA04716_00/1810e5ed-2e88-4c38-aa5e-ca53a5903a57-version.xml,ps5,game
EP0896-PPSA02700_00-RATALAIKANODYNE2,Anodyne 2: Return to Dust,PPSA02700,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA02700_00/cccedcfe-3307-4f46-b094-f44bf92ebbce-version.xml,ps5,game
EP8070-PPSA23764_00-0931586913078020,AnomalyPools,PPSA23764,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA23764_00/efc4675f-5b54-4f77-8b18-822a8c392fd1-version.xml,ps5,game
UP7131-PPSA20422_00-ANOTHERCRABS4US5,Another Crab's Treasure,PPSA20422,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA20422_00/82a1bf95-ac1f-41a0-8bfb-7ef5aa2432b1-version.xml,ps5,game
EB0324-PPSA21703_00-0489930440913520,Ante Chamber,PPSA21703,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA21703_00/38a532c3-a7b9-4695-8b98-5eed82de6e13-version.xml,ps5,game
UP9000-PPSA11163_00-UCES003020000000,Ape Academy 2,PPSA11163,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA11163_00/1cf69614-e6f9-4829-8bed-a65a424d04fe-version.xml,ps5,game
UP9000-PPSA06319_00-SCUS944230000000,Ape Escape,PPSA06319,https://sgst.prod.dl.playstation.net/sgst/prod/00/np/PPSA06319_00/e2757690-7060-47f0-95ec-20269ee0b396-version.xml,ps5,game
